x,y,text
91,618,"Page<UserDTO> getAllMa userRepository.delete(user) ; rear
"
242,624,"nagedUse... z és a
"
91,637,"* Not sctvated IIB should be auto.. 278 this.clearUserCaches (user) 5 ="" gsimha 05:17 PM
"
91,653,"public void removeNotActivatedgenl. 279 Ds come rl has left the Live She ic |
"
144,684,"ener <i. 280 } = jas left the Live Share session
"
90,721,"cacheManager.getCache(UserReposi... 281
"
66,745,"> © AccountResourcejava src\m... 4) 282 /** . a
"
65,763,"Y © UsersWIControlerjava srcvm..@) 283 * @return a list of all the authorities ot
"
12,783,"se Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava s:c\main\.. 3 ici ; iti
"
10,2,"BT File Edit Selection View Go Debug Terminal Help ‘UserService java - sales-app - Visual Studio Code = o x
"
13,35,"& SEARCH 0 & 8 © Gshierjava @ © UserServicejava X nage = Live Share Chat ane
"
81,64,"mas Kemp 5%C > main > java > com > mycompany > myapp > service > © UserServicejava
"
0,83,"| p. = 258 return userRepository.tindOneWithAuthoritiesByld(id) 5 ile
"
68,104,"Replace 48 259 } =
"
292,138,"= snes
"
76,142,"179 results in 24 files 260 =——:
"
15,149,"% Y © CacheConfigurationjava src... (2 261 @Transactional(readOnly = true) = '
"
91,187,"repository. UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { le
"
0,198,"ccd repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap ee
"
65,237,"Y © UserRepository,java src\main\... (6 (userRepository: : findOneWithAuthoritiesByLogin) ; a
"
0,250,"ae String USERS BY LOGIN CACHE=""u.. 964 } =
"
90,279,"String USERS BY_LOGIN.CACHE= ""te 560 ——
"
14,304,"- ee =
"
99,328,"ing, +BY = * i i fF ee
"
139,334,"iie(Gicha Norns = BEE = 25) . Not activated Users should be automatically deleted after 3 days. Le
"
81,366,"@Cacheable(cacheNames = USERS... ce ; ieee Tuesday, December 10
"
65,392,"Y © Use Mapperiava simmer. @ 209 * This is scheduled to get fired everyday, at 01:00 (am). i
"
91,418,"public List<UserDTO> usersToUserD.. 270 if _—_ “y,"" eye.code@outlook.com
"
90,434,"usersToUserDTOs(list<User> uses){ 271 @Scheduled(eron = “@ @ 1 * * >"") ee |e 05:07 PM
"
270,458,"—_ = = = ese c — =
"
83,454,"return ise stream 272 public void removeNotActivatedUsers() { ‘te. eo meinen
"
91,484,"public List<User> userDTOsToUsers(... 273 userRepository =a ee fed the Live Share
"
65,512,"Y © UserServicejava awe 9 274 . findAl 1ByActivatedIsFalseAndCreatedDateBefore(Instant .now().minus am Session
"
90,537,"Service class for managing... & (3, ChronoUnit.DAYS)) ae .
"
82,551,"public class UserService { 275 .forEach(user -> { = Fl gsimha 05:09 PM
"
91,581,"= loggefactorygetlogge(SBey— 576 log.debug(""Deleting not activated user {}"", user.getLogin()); _2====— has joined the Live Share
"
82,600,"public UserService(UserRepository us... > 5 ‘Seem Rein
"
350,614,"277 userRepository.delete(user) ; foraeenee
"
91,624,"Page<UserDTO> getAllManagedUse... ee in —
"
91,639,"+ Not activated (BEE should beaut. 278 n this.clearUserCaches(user) 5 aa rl gsimha 05:17 PM
"
145,662,"se ‘ 279 =
"
91,674,"public void removeNotActivatedUser... > : . .
"
144,682,"ogee i. 280 } ——— - has left the Live Share session |
"
90,721,"cacheManager.getCache(UserReposi.. 281
"
66,745,"> © AccountResource,java src\m... 14) 282 Lah 1 a
"
65,759,"V © UserW1Controllerjava src\m..G) 283 * @return a list of all the authorities Message Live Share Chat
"
1,784,"$3 Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava sec\main\.. 33 ici i iti
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,38,"& SEARCH 0 S 8B _— © Gshierjava @ © UserServicejava @ ies Live Share Chat X “
"
245,73,"Ke 5? main > java > com > mycompany > myapp > service > © UserServicejava _
"
56,91,"i 261 ransactional(readOnly = true TIER
"
0,89,"| 2 Replace a8 en 2 : u ) fs =
"
350,126,"ws 262 public Optional<User> getUserWithAuthorities() { UE See-
"
15,143,"& acces atl: 263 return SecurityUtils.getCurrentUserLogin().flatMap ——
"
65,160,"Y © CacheConfigurationjava src\.. (2 a ni ws ae sees =
"
284,177,"5 userRepository: : findOneWithAuthoritiesByLogin) ; =:
"
91,176,"repository. UserRepository USERS BY. 94. 4 } ( 7 2 yee) eee
"
0,198,"Big repository. UserRepository.USERS BY... Aes ee
"
65,231,"Y © UserRepository,java sic\main\.. @ = ——
"
0,250,"ag String USERS BY LOGIN.CACHE=""u.. 20° “ =
"
90,273,"String USERS BY LOGIN.CACHE=""u. 267 * Not activated iSers should be automatically deleted after 3 days. |
"
14,299,"@ ‘String USERS BY EMAIL.CACHE=""u.. 268 * <p> ae
"
27,323,". ‘String USERS_BY_EMAIL.CACHE=""u. 269 * This is scheduled to get fired everyday, at 01:00 (am). a
"
91,349,"@Cacheable(cacheNames = USERS... 270 nf =
"
91,372,"@Cacheable(cacheNames = USERS... 271 @Scheduled(cron = ""0 @ 1 * * 2"") Bee Tuesday, December 10
"
65,400,"Y © UserMapperjava sre\main\av..@) 272 public void removeNotActivatedUsers() { [—
"
91,417,"Public List<UserDTO> usersToUserD.. 73 userRepository om woy eve-code@outlook.com
"
90,444,"wersTolserDTOstst<Use> IB = 974 . findALIByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus ‘22. ""="" 05:07 PM
"
84,460,"retum users.stream) hronoUnit .DAYS: ‘e .
"
91,478,"public List<User> userDTOsToUsers(. ea )) = has started the Live Share
"
158,503,": aa 275 -forEach(user -> { = i
"
65,506,"Y © UserServcejava sre\mainiova..(@) = . . = . session
"
116,516,"ee ee | log.debug(|""Delet ing not activated for user| {}"", user-getLogin() a
"
84,546,"public dass UserService { Ds se Fl gsimha 05:09 PM
"
91,575,"= LoggerFactory.getLogger(UserSer.. 277 userRepository.delete(user) ; —— has joined the Live Share
"
91,604,"public UserService(UserRepository us... 278. this.clearUserCaches(user) ; a 5
"
1243,619,"—— session
"
91,628,"Page<UserDTO> getAllManagedUse.. 279 })s =
"
91,650,"* Not activated users should be auto... 280 } ee | gsimha 05:17 PM
"
91,674,"public void removeNotActivatedUser.. 397. —— agen me Neh . |
"
144,686,"nager.getC: Ai 292 ys =e }as left @ Live Share session
"
81,717,"cacheManager.getCache(UserReposi... 3 nee
"
338,723,"283 * @return a list of all the authorities
"
66,746,"> © AccountResourcejava s\n. 50.4 */ 7 2
"
65,759,"\ © UserIControllerjava src\ran 4 z a . a Message Live Share Chat
"
80,776,"‘Controller to authenticate REEL 285 public List<String> getAuthorities() {
"
0,790,"Ba > © UserResourcejova aime 286 return authorityRepository.findAl1().stream().map(Authority: : getName)
"
10,1,"‘J File Edit Selection View Go Debug Terminal Help ‘e UserService java - sales-app - Visual Studio Code - o xXx
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ ies Live Share Chat X “
"
77,73,"= Kemp SC? main > java > com > mycompany > myapp > service > © UserServicejava
"
0,89,"| p. = 258 return userRepository.tindOneWithAuthoritiesByld(id) ; ile
"
68,104,"Replace a8 259 } =
"
292,134,"o aa
"
76,142,"179 results in 24 files 260 <==
"
3,145,"&@ Y © CacheConfiqurationjava «x. © 261 @Transactional(readOnly = true) == |
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { Le 7
"
4,198,"Bcd repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap ae !
"
65,237,"Y © UserRepository,java sic\main\. (6 (userRepository: : findOneWithAuthoritiesByLogin) 5 a
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 964 } =
"
90,279,"‘String USERS_BY_LOGIN_CACHE = “u.. 265 —— 2
"
14,304,"ome el =
"
110,329,"ing USERS_BY cz * : q ad
"
157,334,"eicachafaes = EEL. ay . Not activated iSérs should be automatically deleted after 3 days. ee
"
91,364,"@Cacheable(cacheNames = USERS... <p> ize
"
65,376,"ele ese (269 * This is scheduled to get fired everyday, at 01:00 (am). = eeedey Deco ad
"
91,413,"public List<UserDTO> usersToUserD.. 27 ey, Sem. ""wy"" eye.code@outlook.com
"
90,432,"tecstoUseDIOsst<Uss> EE { 271 @Scheduled(cron = ""0 0 1 * * 2"") ie wh 05:07 PM
"
83,455,"return if stream m2 public void removeNotActivatedUsers() { ‘e_ ° ,
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository = has Saea the Live Share
"
65,512,"Y © UserService,java eae 9 274 . findA11ByActivatedIsFalseAndCreatedDateBefore(Instant .now() .minus a eo)
"
81,534,"Service class for managing x 3, ChronoUnit.DAYS a .
"
82,543,"public class UserService { 275 ees 8 ») a Fl gsimha 05:09 PM
"
91,582,"= loggettacioeysetlogoe (ley 57¢ log.debug(|""Deleting not activated for user {}"", user.getLogin() ,.s===— has joined the Live Share
"
91,600,"public UserService(UserRepository us... 0: Stem — Kerion
"
91,626,"Page<UserDTO> getAllManagedUse... a up . tan
"
91,639,"+ Not activated BBB shoud beauto., 277 userRepository.delete(user) ; conan gsimha 05:17 PM
"
91,653,"public void removeNotAcivatesiigE. 278 this.clearUserCaches (user) ; =, Fl :
"
144,682,"Picinteacee 279 oH Sa has left the Live Share session |
"
90,704,"cacheManager.getCache(UserReposi.. 280 } —_e
"
66,746,"> © AccountResourcejava scm... 4) 281 : ;
"
65,759,"Y © UserJWIController java src\m...(¥ 282 1a Seen
"
12,785,"sb Controller to authenticate Users. 283 * @return a list of all the authorities
"
66,815,"> © UserResourcejava src\main\j... (3) *
"
10,6,"x File Edit Selection View Go Debug Terminal Help ‘UserService java - sales-app - Visual Studio Code = o x
"
13,39,"& SEARCH 0 BS 8B _— © Gshierjava @ © UserServicejava X ng Live Share Chat X a
"
77,73,"= Kae 5%? main > java > com > mycompany > myapp > service > © UserServicejava _
"
0,82,"| py. 258 return userRepository.tindOneWithAuthoritiesByld(id) ; iit
"
68,108,"Replace 48 8 259 } (iit
"
76,135,"179 results in 24 files ~ 260 Hee |
"
18,149,"@ Y © CacheConfigurationjava sc. @ 261 @Transactional(readOnly = true) aa
"
91,182,"repository. UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { =|
"
0,198,"ccd repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin().flatMap heurere
"
65,231,"Y_ © UserRepository,java src\main\.. (6 (userRepository: : findOneWithAuthoritiesByLogin) ; =
"
0,250,"ag String USERS. BY LOGIN CACHE=""u.. 964 } koa
"
90,279,"String USERS BY_LOGIN.CACHE = ""wa 565 ——
"
14,304,"@ String USERS_BY_EMAIL_CACHE = = Ace pe ma
"
90,332,"are ae ee 267 : Not activated BES should be automatically deleted after 3 days. =
"
83,371,"@Cacheat = <p> orl
"
65,376,"v See 269 * This is scheduled to get fired everyday, at 01:00 (am). = eed ey Dee ood
"
91,414,"public List<UserDTO> usersToUserD. 270 ae = 4"" eye.code@outlook.com
"
90,434,"erent iy Mee @Scheduled(cron = “@ @ 1 * * >"") mee || WEN 557 om
"
99,454,"a eed 272 public void removeNotActivatediisers() { . ° .
"
91,482,"public List<User> userDTOsToUsers(... 273 userRepository ee has started the Live Share
"
65,512,"Y © UserServicejava Swe 9 274 . findA11ByActivatedIsFalseAndCreatedDateBefore(Instant .now() .minus mn session
"
86,533,"‘Service class for i x i a
"
91,538,"pan as an es Cisne DANS) a gsimha_ 05:09 PM
"
91,551,"o -forEach(user -> { ——— ri joit :
"
91,581,"Slegsatetoyastosse (mes 576 log.debug(""Deleting not activated user {}"", user.getLogin()); === has joined the Live Share
"
91,605,"Public UserService(UserRepository us. sceRepocitonpidclet A — | session
"
91,618,"Page<UseDTO> getaliMenaged/iE ; pository.delete(user) ; =
"
91,639,"* Not activated BEB should be auto., 278 this.clearUserCaches(user) ; as, imha_ 05:17PM
"
91,653,"public void removeNotActivatedUser.. 279 3s <= Fi = - |
"
90,682,"eres cureeree| 200 } oe has left the Live Share session |
"
90,700,"cacheManager.getCache(UserReposi.. 281. SSE
"
66,745,"> © AccountResourcejava src\m.. HH) - 282 1 i eee
"
65,760,"Y © UsersWiContollerjava srcvm4) 283 * @return a list of all the authorities Message Live state chet
"
12,785,"sb Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava src\main\j... 3) . + < a4
"
10,0,"“J File Edit Selection View Go Debug Terminal Help LUserServicejava - sales-app - Visual Studio Code = ogo x
"
13,39,"& SEARCH 0 S 8B _— © Gshierjava @ © UserServicejava X no © Live Share Chat X oo
"
77,65,"Te Kemp %C> main > java > com > mycompany > myapp > service > © UserServicejava
"
0,89,"| p- = 258 return userRepository.tindOneWithAuthoritiesByld(id) ; ie
"
68,104,"Replace 48 & 259 } te.
"
76,138,"179 results in 24 files “260 =
"
15,149,"& Y © CacheConfigurationjava src... (2 261 @Transactional(readOnly = true) ==!
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { — |""
"
0,198,"ccd repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap eee
"
65,231,"Y © UserRepositoryjava sre\main\. (6 (userRepository: :findOneWithAuthoritiesByLogin); =—
"
0,250,"ae String USERS BY LOGIN. CACHE =""u.. 96 } =
"
90,279,"String USERS BY LOGIN CACHE=""i. 565 =
"
14,299,"nme | a
"
110,335,"ing USERS_BY = * : i ee
"
147,335,"Decaienancs = EEE 2 21 : Not activated lisers should be automatically deleted after 3 days. a
"
91,364,"@Cacheable(cacheNames = USERS... <p> ie
"
65,376,"Ole ese 269 * This is scheduled to get fired everyday, at 01:00 (am). a peed y Doo od
"
90,414,"public List<UserDTO> usersToUserD.. 270 *); = ""yy,"" eye.code@outlook.com
"
90,432,"usersToUserDTOs(Ust<User> (BSR){ 271 @Scheduled(cron = ""@ @ 1 * * 2"") jee |e Sear
"
83,454,"return ef stream 272 public void removeNotActivatedUsers() { ‘. ° ,
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository eee has sae the Live Share
"
65,512,"Y © UserService,java Soae 9 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant .now().minus | a Session
"
83,535,"See eS eee as (3, ChronoUnit.DAYS) ) Be. .
"
82,551,"public class UserService { 275 | foneacitucer > a = Fl gsimha 05:09 PM
"
152,585,"ee : 276 log.debug(""Deleting not activated user {}"", user.getLogin()); ===> has joined the Live Share
"
82,600,"public UserService(UserRepository us... on : del z ‘cater — Keeton
"
91,618,"Page<UserDTO> getAliManagedUse.. userRepository.delete(user) ; <a
"
91,637,"* Not activated REY should be auto. 278 this.clearUserCaches (user) 5 als gsimha 05:17 PM
"
91,653,"public void removeNotActivatedUser.. 2/9 bs = Fl - |
"
90,682,"ieee canes 200, } ea, has left the Live Share session |
"
90,719,"cacheManager.getCache(UserReposi.. 281 =
"
66,745,"> © AccountResourcejava src\m... 4) 282 1% |B era
"
65,763,"Y © Uses WTControllerjava sre\m(4) 283 * @return a list of all the authorities sage Dvesture cle
"
4,785,"Fey Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava src\main\j... (3) . + < 45
"
10,3,"‘J File Edit Selection View Go Debug Terminal Help ‘UserService java - sales-app - Visual Studio Code - o xX
"
13,38,"& SEARCH 0 S 8B © Gshierjava @ © UserServicejava X ies Live Share Chat X “
"
77,73,"= Kemp 5%¢> main > java > com > mycompany > myapp > service > © UserServicejava
"
0,89,"| p. = 258 return userRepository.tindOneWithAuthoritiesByld(id) ; ile
"
68,104,"Replace 48 259 } Tio —
"
76,138,"179 results in 24 files “260 =
"
15,149,"& Y © CacheConfigurationjava sc\..@ 261 @Transactional(readOnly = true) —— ae
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { Le 7
"
12,202,"% repository. UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap a
"
65,237,"Y © UserRepository,java src\main\... (6 (userRepository: : findOneWithAuthoritiesByLogin) ; a
"
0,250,"ag String USERS BY LOGIN CACHE=""u.. 964 } =
"
90,279,"String USERS BY LOGIN CACHE=""i. 565 —— 4
"
14,304,"@ String USERS_BY_EMAILCACHE=""u.. 5 ye m=
"
90,328,"String USERS_BY_EMAIL CACHE ="" > a 2 howl Teal l f eae
"
154,334,"efcachafianes = IESE. ay . Not activated liSérs should be automatically deleted after 3 days. Ee
"
91,371,"@Cacheable(cacheNames = USERS... She ee
"
65,376,"ele ese (269 * This is scheduled to get fired everyday, at 01:00 (am). a eeedey Deco ad
"
91,410,"public List<UserDIO> WSeBToUserD.. 272 ef = Seal eyecodeGauticokccom
"
90,432,"tsersTolNerDTOs(ist<Use> Ie { 271 @Scheduled(cron = “@ @ 1 * * 2"") ie wh 05:07 PM
"
83,454,"retry BRED scorn m2 public void removeNotActivatedUsers() { ‘e_ ° ,
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository = has Saea the Live Share
"
65,512,"Y © UserService,java eae 9 274 . findA11ByActivatedIsFalseAndCreatedDateBefore(Instant .now() .minus a eo)
"
90,539,"Seoace cies onan Ba es (3, Chronounit.DAYS)) os .
"
82,550,"piiblic dass Reeve ( 275 -forEach(user -> {fj a Fl gamba 05:09 EM
"
91,580,"= lonereanyos nate 576 Tog debug (sbeleting not activated (user! {) @ylusentgetlozin()); 0 ese has joined the Live Share |
"
82,599,"public UserService(UserRepository us... : ae s
"
84,614,"Page<UserDTO> getAllMa ia 277 userRepository.delete(user) ; jeter Session
"
91,637,"* Not sctvated IIB should be auto.. 278 this.clearUserCaches (user) 5 eel gsimha 05:17 PM
"
91,653,"public void removeNotActivatedUser.. 279 Ws —= FA - i
"
144,682,"ener <i. 280 } ee has left the Live Share session |
"
90,702,"‘cacheManager.getCache(UserReposi.. 281 aml
"
66,745,"> © AccountResourcejava src\m... 4) 282 /** . a
"
65,763,"Y © UsersWIControlerjava srcvm..@) 283 * @return a list of all the authorities ot
"
0,784,"$3 Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava src\main\j... (3) + + + 4G
"
10,2,"™J File Edit Selection View Go Debug Terminal Help ‘UserService java - sales-app - Visual Studio Code => ox
"
13,38,"& SEARCH O S B — © Gshierjava @ © UserServicejava X nh Oo - © Live Share Chat X a
"
245,73,"Kae 5 main > java > com > mycompany > myapp > service > © UserServicejava
"
